Үнэ,Талбай,Давхар,Ашиглалтын он,Дүүрэг
90250000.0,75.6,7,2003,1
122870000.0,68.3,13,2015,3
127310000.0,81.8,10,2011,4
79290000.0,69.1,11,1989,1
0.0,65.8,13,2020,3
134360000.0,83.6,12,2022,5
105690000.0,70.5,10,2004,4
71360000.0,63.2,10,1998,1
109850000.0,88.6,9,2006,1
106050000.0,64.1,6,2017,5
51480000.0,56.5,12,2003,2
62720000.0,46.9,15,1986,4
102030000.0,74.7,12,1987,4
158550000.0,84.3,13,2017,3
112970000.0,61.1,14,2016,3
125520000.0,85.5,6,2015,4
34930000.0,26.5,2,1990,1
88850000.0,61.0,6,1991,5
98920000.0,61.3,13,2000,3
76870000.0,48.9,14,1994,3
152140000.0,104.9,9,2000,4
67620000.0,60.8,13,2007,2
0.0,54.7,2,1996,5
102660000.0,62.5,11,1989,3
30370000.0,25.9,11,2001,4
60710000.0,48.3,9,2013,0
77720000.0,79.7,12,2009,2
55790000.0,50.7,8,1997,1
53650000.0,47.1,9,1997,2
120260000.0,85.6,10,2008,0
98390000.0,86.1,13,1991,1
95680000.0,71.3,4,2018,0
69880000.0,53.8,5,2019,1
65310000.0,57.7,7,1986,1
57470000.0,47.5,4,2023,1
66180000.0,44.1,6,1985,3
71790000.0,43.2,6,2003,5
87170000.0,50.9,6,2011,3
48120000.0,43.4,7,1998,1
47040000.0,33.9,9,1993,4
63650000.0,65.9,12,1986,2
70790000.0,66.2,5,2014,2
107440000.0,92.6,14,1986,0
63280000.0,50.0,8,2004,1
92210000.0,67.3,12,2000,0
94960000.0,67.6,2,2023,0
96630000.0,57.4,3,2022,5
104300000.0,75.4,8,2017,1
81940000.0,76.0,6,2014,2
113400000.0,67.9,8,2006,3
68600000.0,57.4,3,1998,1
80480000.0,55.6,8,1991,4
72750000.0,37.4,11,2023,3
56180000.0,47.5,12,2000,1
68240000.0,50.8,4,2002,4
66610000.0,41.8,6,1990,3
75200000.0,69.9,9,1996,2
99970000.0,83.5,9,2010,1
68520000.0,45.7,13,2002,5
70460000.0,67.1,7,2008,2
49510000.0,43.4,11,1993,0
55230000.0,56.5,15,1988,2
81140000.0,49.6,5,2020,4
93990000.0,72.8,14,2002,0
47000000.0,49.8,6,1999,2
106480000.0,80.2,6,1996,4
104420000.0,57.6,11,2011,3
76550000.0,50.3,10,2007,5
74030000.0,39.4,9,2000,3
115170000.0,66.6,4,2022,4
97520000.0,78.1,2,2021,2
61980000.0,66.9,15,1992,2
184920000.0,102.3,14,2010,3
127330000.0,87.7,15,2023,0
100750000.0,56.5,9,2004,3
63720000.0,56.3,15,1986,0
105330000.0,70.5,8,1990,5
84170000.0,46.9,2,2011,3
110780000.0,83.0,4,2021,1
91210000.0,68.5,5,1990,5
101760000.0,66.6,7,2006,4
108570000.0,74.4,16,2004,4
132970000.0,93.0,6,1996,4
71540000.0,65.1,10,2010,2
80040000.0,60.0,5,2020,1
107940000.0,89.2,11,1994,0
78920000.0,79.4,10,1987,2
65760000.0,56.2,3,1999,1
86050000.0,62.1,8,1997,5
108390000.0,65.5,2,2014,5
116510000.0,68.5,15,2006,3
37940000.0,37.6,12,1985,0
53150000.0,34.2,16,1998,3
84970000.0,46.0,15,2014,3
76750000.0,44.6,4,2004,3
57080000.0,50.4,12,2007,0
105830000.0,73.4,2,1995,5
925830000.0,59.0,16,1997,3
556290000.0,65.5,13,1990,2
46170000.0,40.0,11,1988,0
55110000.0,53.7,16,1986,2
98690000.0,72.6,14,2009,0
121020000.0,72.7,14,1991,3
52700000.0,49.0,2,2007,0
112330000.0,64.9,1,2023,4
158680000.0,101.6,16,2012,4
118850000.0,61.7,5,2008,3
402030000.0,49.5,7,1989,2
83490000.0,58.9,1,2004,5
119690000.0,63.7,10,2020,3
99250000.0,59.3,14,2000,3
99890000.0,61.4,14,2018,4
62330000.0,36.0,10,2013,5
73210000.0,44.7,11,1995,3
83330000.0,59.3,9,1990,5
93690000.0,59.0,8,1985,3
72000000.0,51.8,9,1996,4
58410000.0,58.8,15,1998,2
117390000.0,63.1,5,2011,3
101500000.0,78.0,8,2007,1
108450000.0,60.2,10,2004,3
110870000.0,69.2,10,2013,5
58860000.0,52.3,1,2015,1
111090000.0,72.3,5,2013,4
87920000.0,68.8,11,2020,1
115560000.0,77.6,12,1999,5
99850000.0,74.8,12,2017,0
74950000.0,72.6,16,2001,2
93230000.0,60.2,11,1992,3
59370000.0,66.4,10,1990,2
114080000.0,81.1,6,1988,4
67160000.0,50.3,6,2023,0
72490000.0,50.7,14,1991,5
93780000.0,65.3,8,2018,0
98450000.0,69.5,12,2016,0
74960000.0,47.2,2,2002,5
98830000.0,60.7,3,2021,4
104080000.0,60.3,4,2021,5
40620000.0,25.0,4,2022,0
62630000.0,58.0,10,2004,2
52160000.0,59.2,11,1996,2
76510000.0,59.1,9,1986,4
147440000.0,87.5,5,2018,5
50240000.0,40.1,10,2019,1
67600000.0,47.2,2,2006,0
23610000.0,25.0,8,1987,2
69750000.0,53.3,3,2017,1
85260000.0,54.9,2,1996,5
,52.8,3,2006,2
89980000.0,81.9,2,2011,2
127520000.0,77.5,8,1990,3
64210000.0,63.4,9,1987,1
51950000.0,55.3,10,1988,2
96540000.0,80.5,8,2023,2
104650000.0,61.6,3,2023,5
55020000.0,47.3,1,2002,2
31140000.0,31.1,12,2002,1
75070000.0,54.1,16,2001,5
92610000.0,75.6,5,1999,1
112830000.0,103.0,4,2006,2
77890000.0,63.1,5,1999,0
53600000.0,48.2,4,2009,2
64200000.0,40.7,4,2000,5
87080000.0,71.9,8,2010,1
37490000.0,30.2,13,2022,1
117740000.0,71.9,12,1993,3
92880000.0,76.7,16,1987,0
,69.9,6,2006,1
55210000.0,58.0,8,1989,2
99660000.0,72.2,7,1994,4
121540000.0,65.1,1,2016,3
69540000.0,48.0,7,2001,4
164410000.0,95.3,5,2006,3
107550000.0,55.7,8,2016,3
83360000.0,76.0,3,1990,1
37260000.0,25.0,12,2004,5
,85.0,14,1986,0
90010000.0,88.4,16,2004,2
88690000.0,62.5,2,1993,4
83960000.0,72.1,2,2021,2
74470000.0,72.1,16,1995,2
52010000.0,50.4,14,1993,2
119820000.0,71.8,10,1985,3
43050000.0,47.4,6,1990,2
67280000.0,51.0,9,1993,5
90570000.0,82.3,9,1994,1
120620000.0,79.5,14,2014,4
64700000.0,49.3,9,2020,0
64560000.0,48.8,1,2019,1
101100000.0,50.4,12,2023,3
110800000.0,75.2,13,2020,0
55280000.0,44.0,5,2003,1
124310000.0,68.4,2,2000,3
113250000.0,75.4,3,2010,4
82820000.0,60.4,14,1997,5
125550000.0,80.2,8,2009,4
58390000.0,56.5,9,2024,2
63230000.0,58.2,16,1992,1
,44.4,1,2015,2
112440000.0,80.3,4,2022,0
50420000.0,48.2,14,2006,2
65090000.0,68.3,9,1999,2
85050000.0,60.7,1,1995,4
46020000.0,43.0,12,1991,2
75530000.0,51.0,3,1997,5
92880000.0,86.9,13,2014,2
64290000.0,65.6,13,2005,2
60110000.0,43.8,14,1993,5
119570000.0,67.5,8,2006,3
78730000.0,59.4,5,2017,1
132490000.0,124.2,15,1985,1
95330000.0,67.1,9,1985,3
79490000.0,55.1,11,2023,0
138330000.0,87.6,3,2014,5
53820000.0,28.9,10,2008,3
99420000.0,63.7,10,2021,4
149790000.0,97.9,5,2008,5
93190000.0,59.9,13,2005,5
39870000.0,30.8,3,1993,2
78250000.0,54.9,12,2017,0
144170000.0,88.2,16,2015,5
70600000.0,68.8,10,1996,2
78480000.0,46.9,2,2014,3
50530000.0,49.7,9,2014,2
71980000.0,51.9,9,1988,3
84450000.0,68.5,9,1991,1
158230000.0,86.1,5,2008,3
102680000.0,80.9,11,2009,1
89200000.0,70.2,5,2011,1
32640000.0,38.0,9,1999,2
51610000.0,38.1,10,2018,0
111520000.0,71.6,11,2002,4
37880000.0,37.8,13,1993,2
62520000.0,57.9,15,1989,1
100980000.0,67.5,13,2020,4
61260000.0,41.5,13,2013,0
63610000.0,43.6,14,2003,4
65650000.0,60.3,4,1993,0
64560000.0,71.1,5,1988,2
86680000.0,81.1,9,1991,1
81030000.0,72.9,8,1989,1
68040000.0,63.3,12,2006,2
67870000.0,48.6,1,1992,5
63800000.0,42.7,3,1990,5
87700000.0,52.8,12,1996,3
129450000.0,69.4,14,2012,3
85810000.0,68.1,5,2004,0
47920000.0,25.0,5,1991,5
59180000.0,47.9,9,2014,1
125060000.0,83.7,8,2004,5
71870000.0,63.4,3,1992,0
45490000.0,36.5,9,2012,1
193130000.0,104.4,14,2024,3
80810000.0,61.5,12,2006,0
90880000.0,68.9,14,1991,5
81690000.0,69.2,11,1997,1
63470000.0,55.4,15,2008,1
81750000.0,48.9,4,2024,5
192510000.0,100.2,1,2022,3
101520000.0,80.1,2,2022,2
122660000.0,76.8,16,2018,5
76680000.0,72.4,11,2007,2
63870000.0,43.9,4,2010,4
151440000.0,85.0,14,2014,3
56860000.0,46.8,5,2013,1
109780000.0,67.1,10,2010,5
42320000.0,32.5,4,1990,4
56520000.0,25.3,2,2020,3
106770000.0,67.7,5,1985,3
65040000.0,47.4,4,2002,4
30080000.0,26.2,9,2002,1
118890000.0,71.7,1,2024,5
99390000.0,100.2,4,1988,2
121620000.0,87.0,10,2004,4
91240000.0,57.4,7,1999,3
81370000.0,62.2,11,1988,4
96740000.0,78.0,11,1993,0
144800000.0,82.2,16,2001,3
69510000.0,55.8,14,2021,2
92360000.0,62.6,4,2000,4
88770000.0,67.4,12,2020,1
119830000.0,72.0,11,2014,5
93460000.0,59.6,10,2017,5
60520000.0,59.8,13,2019,2
97350000.0,86.8,3,2013,2
88750000.0,83.8,7,2014,2
100670000.0,70.6,14,1991,5
168940000.0,92.9,15,2013,3
86890000.0,55.0,1,1986,3
120720000.0,91.2,8,2014,1
132190000.0,71.8,5,2011,3
222260000.0,120.9,3,2015,3
49120000.0,40.5,1,2010,1
71540000.0,49.6,9,1999,4
101580000.0,69.5,11,1999,5
121470000.0,69.2,9,2008,3
111930000.0,97.1,6,2003,2
84410000.0,50.0,13,1998,3
84060000.0,78.3,11,2004,2
125990000.0,82.9,15,2006,5
90100000.0,74.7,6,1994,1
71020000.0,44.7,4,2010,4
110690000.0,87.3,8,1997,0
123880000.0,84.1,9,1995,5
109660000.0,72.8,8,2001,4
97930000.0,65.7,14,1989,5
72440000.0,66.1,1,2009,2
109990000.0,60.6,9,2014,3
102190000.0,73.5,7,2023,1
84640000.0,62.6,4,1996,4
46720000.0,46.7,11,2006,2
55300000.0,43.1,13,2005,0
46730000.0,48.5,9,2014,2
74510000.0,66.0,2,2009,2
76240000.0,61.5,2,2017,1
103050000.0,65.9,7,2019,4
78580000.0,71.0,11,1989,1
60200000.0,50.7,6,1999,1
94990000.0,88.4,5,2011,2
60470000.0,57.2,14,2006,2
65730000.0,54.2,1,2004,1
82440000.0,70.7,2,1991,0
42050000.0,28.9,3,2007,5
65630000.0,47.8,16,2014,1
67190000.0,79.7,8,1986,2
32120000.0,30.7,3,2008,2
135890000.0,82.1,5,2021,5
117800000.0,89.2,16,2007,0
99610000.0,55.3,12,2023,3
81900000.0,67.3,4,1999,0
127050000.0,82.1,4,1985,3
63010000.0,53.6,2,2012,2
90180000.0,77.6,13,1993,1
61260000.0,49.9,3,1985,4
50520000.0,53.4,5,1992,2
80470000.0,47.6,6,2022,4
102170000.0,68.2,10,2016,4
,82.8,10,1996,0
88310000.0,58.7,13,2008,4
56620000.0,39.1,5,1998,5
69350000.0,42.5,7,1992,4
111120000.0,69.1,7,2024,4
108810000.0,95.2,1,2017,2
96000000.0,69.1,12,1999,4
67250000.0,55.0,9,1999,1
107390000.0,75.8,8,2017,0
57940000.0,57.7,16,2003,2
65510000.0,55.2,3,2000,1
52450000.0,44.7,16,2000,0
128340000.0,87.4,11,2002,5
36350000.0,25.0,4,2005,0
81750000.0,76.4,11,1986,1
46760000.0,53.7,13,2004,2
90090000.0,54.6,6,2002,5
89250000.0,92.5,6,1995,2
81650000.0,49.1,14,1999,3
58030000.0,49.8,3,2001,2
88740000.0,59.7,1,1999,5
91540000.0,69.4,11,2021,1
52430000.0,54.0,15,2006,2
36870000.0,33.7,9,2005,0
64380000.0,46.4,3,1995,4
144260000.0,85.1,9,2021,5
99500000.0,63.3,5,1985,3
107580000.0,70.1,14,2007,5
56060000.0,57.3,10,1991,2
48400000.0,50.1,6,2015,2
134750000.0,92.2,10,2000,4
59550000.0,58.6,11,1996,2
92740000.0,54.0,11,1987,3
0.0,81.7,6,2016,0
57650000.0,49.0,10,2000,0
757980000.0,51.3,1,1995,3
114370000.0,62.2,7,2018,3
97990000.0,62.0,7,1985,3
69800000.0,66.7,9,2003,2
155320000.0,99.7,16,1991,3
86220000.0,68.1,16,1990,4
39860000.0,25.0,8,1985,3
99100000.0,67.9,11,1992,4
119270000.0,62.7,2,2022,3
78860000.0,62.8,8,2002,1
93570000.0,66.4,12,2024,1
76040000.0,61.5,11,1995,0
75510000.0,61.1,16,2015,1
103330000.0,73.0,8,1988,5
66300000.0,52.2,15,1989,0
53750000.0,44.9,16,1985,0
221650000.0,116.4,10,2020,3
73210000.0,49.1,2,2011,4
69820000.0,63.8,7,2014,2
39970000.0,35.1,13,2022,2
95150000.0,64.1,10,1998,5
62350000.0,45.2,15,2013,1
56690000.0,54.0,14,2005,1
120440000.0,80.8,2,2006,4
88720000.0,70.5,14,2011,1
69950000.0,72.2,6,2003,2
42490000.0,30.1,14,1985,4
125140000.0,95.1,9,1988,4
41350000.0,40.5,8,2005,2
123910000.0,89.5,2,2007,0
128870000.0,80.4,2,2014,4
129540000.0,72.4,10,2007,3
68530000.0,46.6,10,1992,5
96130000.0,64.7,9,1999,5
63590000.0,53.5,3,2002,2
683460000.0,62.5,9,2024,2
58060000.0,57.5,1,2006,2
26190000.0,25.3,3,2010,1
129890000.0,82.2,8,2014,4
90280000.0,60.5,10,1999,5
65790000.0,53.3,11,2023,1
94860000.0,51.9,16,2011,3
88580000.0,68.5,14,2018,1
52940000.0,45.9,7,2014,2
33010000.0,25.0,13,2009,1
73730000.0,69.3,2,1986,1
109840000.0,71.3,14,2008,4
63720000.0,58.4,7,1990,1
63470000.0,41.3,13,2009,5
113200000.0,63.6,16,2013,3
42320000.0,35.6,12,2006,2
0.0,43.5,15,1997,4
73220000.0,48.5,1,1987,5
130290000.0,77.2,3,2011,5
86040000.0,55.5,11,2012,5
57370000.0,53.9,9,2004,0
154320000.0,97.2,2,2013,4
110420000.0,68.3,12,2016,5
84250000.0,68.1,1,2005,0
50110000.0,55.3,16,1986,2
83580000.0,51.3,3,2019,5
43410000.0,25.0,8,2003,5
87190000.0,79.4,14,2011,2
122770000.0,70.1,9,2021,5
62080000.0,58.8,12,1999,2
73130000.0,59.5,12,2009,1
115340000.0,75.3,16,1985,3
47190000.0,34.0,8,2020,1
60110000.0,51.4,16,1987,1
76530000.0,41.5,9,2006,3
133570000.0,93.9,15,1999,4
122210000.0,77.8,12,1986,3
45340000.0,25.0,3,2003,3
57150000.0,34.8,11,2022,5
53690000.0,59.6,15,1991,2
50560000.0,53.5,3,1996,2
60830000.0,38.2,14,1992,3
134010000.0,97.0,2,1989,4
86970000.0,67.6,14,1994,0
81760000.0,70.5,13,2007,1
78630000.0,49.5,3,2016,5
133870000.0,75.0,12,2012,3
89320000.0,55.2,2,2015,4
89600000.0,56.9,10,2013,5
103510000.0,73.0,15,2000,4
46940000.0,32.7,4,2021,4
131610000.0,90.7,3,1991,5
99700000.0,65.3,7,2012,4
97600000.0,85.1,6,1989,0
53880000.0,42.6,1,2015,1
76260000.0,45.4,8,1988,3
45510000.0,41.1,5,1993,0
92490000.0,66.5,2,2000,4
89460000.0,63.2,5,2012,0
62310000.0,53.6,1,1986,0
46360000.0,43.7,15,1995,2
57490000.0,39.2,16,1998,4
82350000.0,61.1,6,2014,0
60680000.0,53.6,15,2023,2
68710000.0,49.7,8,2009,0
137660000.0,89.8,15,2005,4
79340000.0,60.5,3,1998,0
105820000.0,84.9,5,2017,1
79270000.0,52.4,12,1989,5
104750000.0,66.4,4,1990,3
85200000.0,61.0,14,1993,5
45250000.0,31.4,7,1995,5
109480000.0,87.7,7,2003,1
102670000.0,59.6,8,2022,5
81170000.0,75.4,13,2011,2
85420000.0,48.5,1,2000,3
82330000.0,59.0,13,1993,4
48030000.0,46.4,13,2010,2
94680000.0,84.2,14,1995,1
131150000.0,67.6,16,2024,3
105130000.0,68.6,13,2004,5
146340000.0,86.4,9,2007,3
98330000.0,82.8,8,2021,2
0.0,75.8,7,1997,3
44400000.0,36.4,14,2003,2
55280000.0,49.5,7,2006,1
52790000.0,43.9,10,1995,0
102080000.0,75.1,2,1987,5
87880000.0,65.1,6,1996,4
48160000.0,37.0,5,1989,4
85390000.0,58.6,7,2012,0
49010000.0,35.1,9,1985,5
87070000.0,61.0,12,1997,5
35250000.0,32.2,7,2020,1
104810000.0,71.5,3,2007,5
72850000.0,68.8,9,2011,2
119090000.0,96.3,1,2011,1
127030000.0,77.3,14,1996,3
88040000.0,54.4,13,2010,3
75430000.0,76.7,4,1993,2
60080000.0,36.8,5,2010,4
87130000.0,44.7,1,2012,3
87040000.0,68.0,6,2020,0
30010000.0,25.0,1,2021,1
67080000.0,61.3,15,1985,0
54030000.0,43.6,3,1996,0
77740000.0,63.8,11,2006,0
69750000.0,42.6,10,1997,5
91740000.0,69.6,4,2009,0
85770000.0,62.3,13,2019,0
93530000.0,87.2,2,1995,2
116590000.0,62.1,15,2020,3
92150000.0,48.2,12,2020,3
93650000.0,57.6,11,2021,5
45110000.0,37.8,15,1987,4
67220000.0,69.3,7,1996,2
94240000.0,72.6,5,1989,0
152890000.0,106.4,3,1989,5
69090000.0,50.8,15,1987,4
93960000.0,57.2,7,2002,3
85200000.0,51.6,14,1988,3
91370000.0,65.8,6,1996,5
